mirId	Family/Cluster	Cancer	Profile	PubMed Article
hsa-miR-203		non-small cell lung cancer	up	MicroRNA-203 promotes the progression of non-small cell lung cancer via surviving.
hsa-miR-30a-5p		non-small cell lung cancer	down	p53/miR-30a-5p/ SOX4 feedback loop mediates cellular proliferation, apoptosis, and migration of non-small-cell lung cancer.
hsa-miR-150-5p		non-small cell lung cancer	down	miR-150-5p Inhibits Non-Small-Cell Lung Cancer Metastasis and Recurrence by Targeting HMGA2 and ?-Catenin Signaling.
hsa-miR-486-5p		non-small cell lung cancer	down	MicroRNA-486-5p improves nonsmall-cell lung cancer chemotherapy sensitivity and inhibits epithelial-mesenchymal transition by targeting twinfilin actin binding protein 1.
hsa-miR-216b		non-small cell lung cancer	down	MiR-216b suppresses cell proliferation, migration, invasion, and epithelial-mesenchymal transition by regulating FOXM1 expression in human non-small cell lung cancer.
hsa-miR-365		non-small cell lung cancer	down	Altered expression of microRNA-365 is related to the occurrence and development of non-small-cell lung cancer by inhibiting TRIM25 expression.
hsa-miR-655-3p		non-small cell lung cancer	down	miR-655-3p inhibits cell migration and invasion by targeting pituitary tumor-transforming 1 in non-small cell lung cancer.
hsa-miR-30e		non-small cell lung cancer	down	MicroRNA-30e inhibits proliferation and invasion of non-small cell lung cancer via targeting SOX9.
hsa-miR-4286		non-small cell lung cancer	up	MicroRNA-4286 promotes cell proliferation, migration, and invasion via PTEN regulation of the PI3K/Akt pathway in non-small cell lung cancer.
hsa-miR-130b		non-small cell lung cancer	up	MicroRNA-130b functions as an oncomiRNA in non-small cell lung cancer by targeting tissue inhibitor of metalloproteinase-2.
hsa-miR-497-5p		non-small cell lung cancer	down	MicroRNA-497-5p inhibits proliferation and invasion of non-small cell lung cancer by regulating FGF2.
hsa-miR-889		non-small cell lung cancer	up	MiR-889 promotes cell growth in human non-small cell lung cancer by regulating KLF9.
hsa-miR-183-5p		non-small cell lung cancer	up	MiR-183-5p is required for non-small cell lung cancer progression by repressing PTEN.
hsa-miR-144-3p		non-small cell lung cancer	down	Down-regulation of microRNA-144-3p and its clinical value in non-small cell lung cancer: a comprehensive analysis based on microarray, miRNA-sequencing, and quantitative real-time PCR data.
hsa-miR-338-3p		non-small cell lung cancer	down	The regulation of Neuropilin 1 expression by miR-338-3p promotes non-small cell lung cancer via changes in EGFR signaling.
hsa-miR-600		non-small cell lung cancer	down	miR-600 inhibits lung cancer via downregulating the expression of METTL3.
hsa-miR-101-5p		non-small cell lung cancer	down	miRNA-101-5p inhibits the growth and aggressiveness of NSCLC cells through targeting CXCL6.
hsa-miR-223		non-small cell lung cancer	down	miRNA-223 is an anticancer gene in human non-small cell lung cancer through the PI3K/AKT pathway by targeting EGFR.
hsa-miR-1260b		non-small cell lung cancer	up	miR-1260b, mediated by YY1, activates KIT signaling by targeting SOCS6 to regulate cell proliferation and apoptosis in NSCLC.
hsa-miR-217		non-small cell lung cancer	down	Long non-coding RNA HOTAIR regulates the development of non-small cell lung cancer through miR-217/DACH1 signaling pathway.
hsa-miR-126-3p		non-small cell lung cancer	down	MiR-126-3p suppresses the growth, migration and invasion of NSCLC via targeting CCR1.
hsa-miR-193a-3p		non-small cell lung cancer	down	miR-193a-3p inhibition of the Slug activator PAK4 suppresses non-small cell lung cancer aggressiveness via the p53/Slug/L1CAM pathway.
hsa-miR-4458		non-small cell lung cancer	down	MicroRNA-4458 suppresses migration and epithelial-mesenchymal transition via targeting HMGA1 in non-small-cell lung cancer cells.
hsa-miR-454-3p		non-small cell lung cancer	down	Downregulation of Calbindin 1 by miR-454-3p Suppresses Cell Proliferation in Nonsmall Cell Lung Cancer In Vitro.
hsa-miR-195-5p		non-small cell lung cancer	down	MiRNA-195-5p Functions as a Tumor Suppressor and a Predictive of Poor Prognosis in Non-small Cell Lung Cancer by Directly Targeting CIAPIN1.
hsa-miR-181d-5p		non-small cell lung cancer	down	Tumor-suppressive effects of microRNA-181d-5p on non-small-cell lung cancer through the CDKN3-mediated Akt signaling pathway in vivo and in vitro.
hsa-miR-3188		non-small cell lung cancer	down	MiR-3188 Inhibits Non-small Cell Lung Cancer Cell Proliferation Through FOXO1-Mediated mTOR-p-PI3K/AKT-c-JUN Signaling Pathway.
hsa-miR-139-5p		non-small cell lung cancer	down	Expression and clinical significance of miR-139-5p in non-small cell lung cancer.
hsa-miR-141-3p		non-small cell lung cancer	down	MiR-141-3p functions as a tumor suppressor through directly targeting ZFR in non-small cell lung cancer.
hsa-miR-4735-3p		non-small cell lung cancer	up	FBXL3 is regulated by miRNA-4735-3p and suppresses cell proliferation and migration in non-small cell lung cancer.
hsa-miR-133a		lung squamous cell carcinoma	down	Tumor suppressive microRNA-133a regulates novel molecular networks in lung squamous cell carcinoma.
hsa-miR-218		lung squamous cell carcinoma	down	MicroRNA-218 is deleted and downregulated in lung squamous cell carcinoma.
hsa-miR-588		lung squamous cell carcinoma	down	MicroRNA-588 suppresses tumor cell migration and invasion by targeting GRN in lung squamous cell carcinoma.
hsa-miR-218		lung squamous cell carcinoma	down	Regulation of TPD52 by antitumor microRNA-218 suppresses cancer cell migration and invasion in lung squamous cell carcinoma.
hsa-miR-372-3p		lung squamous cell carcinoma	up	MiR-372-3p promotes cell growth and metastasis by targeting FGF9 in lung squamous cell carcinoma.
hsa-miR-448		lung squamous cell carcinoma	down	miR-448 is a novel prognostic factor of lung squamous cell carcinoma and regulates cells growth and metastasis by targeting DCLK1.
hsa-miR-223-3p		lung squamous cell carcinoma	down	MiR-223-3p functions as a tumor suppressor in lung squamous cell carcinoma by miR-223-3p-mutant p53 regulatory feedback loop.
hsa-miR-1297		lung adenocarcinoma	down	miR-511 and miR-1297 inhibit human lung adenocarcinoma cell proliferation by targeting oncogene TRIB2.
hsa-miR-141	mir-200	lung adenocarcinoma	down	miR-200 Inhibits lung adenocarcinoma cell invasion and metastasis by targeting Flt1/VEGFR1.
hsa-miR-145		lung adenocarcinoma	down	Restoration of tumour suppressor hsa-miR-145 inhibits cancer cell growth in lung adenocarcinoma patients with epidermal growth factor receptor mutation.
hsa-miR-145		lung adenocarcinoma	down	MiR-145 inhibits cell proliferation of human lung adenocarcinoma by targeting EGFR and NUDT1.
hsa-miR-145		lung adenocarcinoma	down	microRNA-145 suppresses lung adenocarcinoma-initiating cell proliferation by targeting OCT4.
hsa-miR-145		lung adenocarcinoma	down	[miR-145 inhibits lung adenocarcinoma stem cells proliferation by targeting OCT4 gene].
hsa-miR-145		lung adenocarcinoma	down	MiR-145 regulates cancer stem-like properties and epithelial-to-mesenchymal transition in lung adenocarcinoma-initiating cells.
hsa-miR-150		lung adenocarcinoma	up	Altered miR-143 and miR-150 expressions in peripheral blood mononuclear cells for diagnosis of non-small cell lung cancer.
hsa-miR-155		lung adenocarcinoma	up	Potential diagnostic value of miR-155 in serum from lung adenocarcinoma patients.
hsa-miR-16		lung adenocarcinoma	down	Quercetin Decreases Claudin-2 Expression Mediated by Up-Regulation of microRNA miR-16 in Lung Adenocarcinoma A549 Cells.
hsa-miR-200a	mir-200	lung adenocarcinoma	down	miR-200 Inhibits lung adenocarcinoma cell invasion and metastasis by targeting Flt1/VEGFR1.
hsa-miR-200b	mir-200	lung adenocarcinoma	down	miR-200 Inhibits lung adenocarcinoma cell invasion and metastasis by targeting Flt1/VEGFR1.
hsa-miR-200c	mir-200	lung adenocarcinoma	down	miR-200 Inhibits lung adenocarcinoma cell invasion and metastasis by targeting Flt1/VEGFR1.
hsa-miR-29b		lung adenocarcinoma	down	MicroRNA-29b is involved in the Src-ID1 signaling pathway and is dysregulated in human lung adenocarcinoma.
hsa-miR-31		lung adenocarcinoma	up	MicroRNA-31 Predicts the Presence of Lymph Node Metastases and Survival in Patients with Lung Adenocarcinoma.
hsa-miR-31		lung adenocarcinoma	down	MicroRNA-31 inhibits lung adenocarcinoma stem-like cells via down-regulation of MET-PI3K-Akt signaling pathway.
hsa-miR-381		lung adenocarcinoma	down	MicroRNA-381 represses ID1 and is deregulated in lung adenocarcinoma.
hsa-miR-409-3p		lung adenocarcinoma	down	MicroRNA-409-3p functions as a tumor suppressor in human lung adenocarcinoma by targeting c-Met.
hsa-miR-429	mir-200	lung adenocarcinoma	down	miR-200 Inhibits lung adenocarcinoma cell invasion and metastasis by targeting Flt1/VEGFR1.
hsa-miR-451		lung adenocarcinoma	down	Acquisition of radioresistance in docetaxel-resistant human lung adenocarcinoma cells is linked with dysregulation of miR-451/c-Myc-survivin/rad-51 signaling.
hsa-miR-511		lung adenocarcinoma	down	miR-511 and miR-1297 inhibit human lung adenocarcinoma cell proliferation by targeting oncogene TRIB2.
hsa-miR-99a		lung adenocarcinoma	down	Clinic significance of microRNA-99a expression in human lung adenocarcinoma.
hsa-miR-214		lung adenocarcinoma	up	microRNA-214 promotes epithelial-mesenchymal transition and metastasis in lung adenocarcinoma by targeting the suppressor-of-fused protein (Sufu).
hsa-miR-33b		lung adenocarcinoma	down	MicroRNA-33b inhibits lung adenocarcinoma cell growth, invasion, and epithelial-mesenchymal transition by suppressing Wnt/?-catenin/ZEB1 signaling.
hsa-miR-99a		lung adenocarcinoma	down	miR-99a regulates ROS-mediated invasion and migration of lung adenocarcinoma cells by targeting NOX4.
hsa-miR-432		lung adenocarcinoma	down	MicroRNA-432 functions as a tumor suppressor gene through targeting E2F3 and AXL in lung adenocarcinoma.
hsa-miR-124		lung adenocarcinoma	down	miR-124 inhibits cell proliferation, migration and invasion by directly targeting SOX9 in lung adenocarcinoma.
hsa-miR-30a		lung adenocarcinoma	down	Overexpression of miR-30a in lung adenocarcinoma A549 cell line inhibits migration and invasion via targeting EYA2.
hsa-miR-31		lung adenocarcinoma	up	MicroRNA-31 initiates lung tumorigenesis and promotes mutant KRAS-driven lung cancer.
hsa-miR-374a		lung adenocarcinoma	down	MiR-374a suppresses lung adenocarcinoma cell proliferation and invasion by targeting TGFA gene expression.
hsa-miR-297		lung adenocarcinoma	up	miR-297 acts as an oncogene by targeting GPC5 in lung adenocarcinoma.
hsa-miR-206		lung adenocarcinoma	down	MicroRNA-206 inhibits the viability and migration of human lung adenocarcinoma cells partly by targeting MET.
hsa-miR-203		lung adenocarcinoma	down	Direct interaction between miR-203 and ZEB2 suppresses epithelial-mesenchymal transition signaling and reduces lung adenocarcinoma chemoresistance.
hsa-miR-623		lung adenocarcinoma	down	Hsa-miR-623 suppresses tumor progression in human lung adenocarcinoma.
hsa-miR-29c		lung adenocarcinoma	down	MicroRNA-29c functions as a tumor suppressor by targeting VEGFA in lung adenocarcinoma.
hsa-miR-145		lung adenocarcinoma	down	MiRNA-145 suppresses lung adenocarcinoma cell invasion and migration by targeting N-cadherin.
hsa-miR-623		lung adenocarcinoma	down	Hsa-miR-623 suppresses tumor progression in human lung adenocarcinoma.
hsa-miR-133b	mir-133	lung adenocarcinoma	down	miR-133 involves in lung adenocarcinoma cell metastasis by targeting FLOT2.
hsa-miR-363-3p		lung adenocarcinoma	down	miR-363-3p inhibits tumor growth by targeting PCNA in lung adenocarcinoma.
hsa-miR-501-5p		lung adenocarcinoma	up	[Expression profile of miR-501-5p in lung adenocarcinoma patients from Xuanwei area].
hsa-miR-519d		lung adenocarcinoma	down	Overexpression of miR-519d in lung adenocarcinoma inhibits cell proliferation and invasion via the association of eIF4H.
hsa-miR-141		lung adenocarcinoma	down	HOXC13 promotes proliferation of lung adenocarcinoma via modulation of CCND1 and CCNE1.
hsa-miR-218		lung adenocarcinoma	down	miR-218 suppresses epithelial-to-mesenchymal transition by targeting Robo1 and Ecop in lung adenocarcinoma cells.
hsa-miR-1236-3p		lung adenocarcinoma	down	miR-1236-3p suppresses the migration and invasion by targeting KLF8 in lung adenocarcinoma A549 cells.
hsa-miR-125a-5p		lung adenocarcinoma	down	miR-125a-5p upregulation suppresses the proliferation and induces the cell apoptosis of lung adenocarcinoma by targeting NEDD9.
hsa-miR-96		lung adenocarcinoma	up	Identification and characterization of miR-96, a potential biomarker of NSCLC, through bioinformatic analysis.
hsa-miR-30e-5p		lung adenocarcinoma	up	MicroRNA-30e-5p promotes cell growth by targeting PTPN13 and indicates poor survival and recurrence in lung adenocarcinoma.
hsa-miR-135b		lung adenocarcinoma	up	Peripheral lung adenocarcinomas harboring epithelial growth factor receptor mutations with microRNA-135b overexpression are more likely to invade visceral pleura.
hsa-miR-767-3p		lung adenocarcinoma	down	miR-767-3p inhibits growth and migration of lung adenocarcinoma cells by regulating CLDN18.
hsa-miR-136-5p		lung adenocarcinoma	up	Role of upregulated miR-136-5p in lung adenocarcinoma: A study of 1242 samples utilizing bioinformatics analysis.
hsa-miR-373-3p		lung adenocarcinoma	up	miR-373-3p promotes lung adenocarcinoma cell proliferation via APP.
hsa-miR-204		lung adenocarcinoma	down	MicroRNA-204 deregulation in lung adenocarcinoma controls the biological behaviors of endothelial cells potentially by modulating Janus kinase 2-signal transducer and activator of transcription 3 path
hsa-miR-216b-3p		lung adenocarcinoma	down	MicroRNA-216b-3p inhibits lung adenocarcinoma cell growth via regulating PDZ binding kinase/T-LAK-cell-originated protein kinase.
hsa-miR-365a-3p		lung adenocarcinoma	up	MicroRNA-365 promotes lung carcinogenesis by downregulating the USP33/SLIT2/ROBO1 signalling pathway.
hsa-miR-214		lung adenocarcinoma	up	TWIST1 upregulates miR-214 to promote epithelial-to-mesenchymal transition and metastasis in lung adenocarcinoma.
hsa-miR-1290		lung adenocarcinoma	up	miR-1290 promotes lung adenocarcinoma cell proliferation and invasion by targeting SOCS4.
hsa-miR-24-3p		lung adenocarcinoma	up	Long Noncoding RNA LINC00472 Inhibits Proliferation and Promotes Apoptosis of Lung Adenocarcinoma Cells via Regulating miR-24-3p/ DEDD.
hsa-miR-623		lung adenocarcinoma	down	Correction to: Hsa-miR-623 suppresses tumor progression in human lung adenocarcinoma.
hsa-miR-425		lung adenocarcinoma	down	MicroRNA-425 promotes the development of lung adenocarcinoma via targeting A disintegrin and metalloproteinases 9 (ADAM9).
hsa-miR-206		lung adenocarcinoma	down	MicroRNA-206 suppresses TGF-? signalling to limit tumor growth and metastasis in lung adenocarcinoma.
hsa-miR-148a		lung adenocarcinoma	down	MicroRNA-148a inhibits cell proliferation and cell cycle progression in lung adenocarcinoma via directly targeting transcription factor E2F3.
hsa-miR-339-5p		lung adenocarcinoma	down	miR-339-5p inhibits lung adenocarcinoma invasion and migration by directly targeting BCL6.
hsa-miR-499a-5p		lung adenocarcinoma	up	Exosomal miR-499a-5p promotes cell proliferation, migration and EMT via mTOR signaling pathway in lung adenocarcinoma.
hsa-miR-363-3p		lung adenocarcinoma	down	miR-363-3p inhibits migration, invasion, and epithelial-mesenchymal transition by targeting NEDD9 and SOX4 in non-small-cell lung cancer.
hsa-miR-21-5p		lung adenocarcinoma	up	miR-21-5p promotes lung adenocarcinoma progression partially through targeting SET/TAF-I?.
hsa-miR-142-3p		lung adenocarcinoma	down	MiR-142-3p suppresses the proliferation, migration and invasion through inhibition of NR2F6 in lung adenocarcinoma.
hsa-miR-195		lung adenocarcinoma	down	MicroRNA-195 suppresses the progression of lung adenocarcinoma by directly targeting apelin.
hsa-miR-1-3p		lung adenocarcinoma	down	MiR-1-3p Inhibits Lung Adenocarcinoma Cell Tumorigenesis via Targeting Protein Regulator of Cytokinesis 1.
hsa-miR-944		lung adenocarcinoma	down	miR-944 inhibits lung adenocarcinoma tumorigenesis by targeting STAT1 interaction.
hsa-miR-204		lung adenocarcinoma	down	MicroRNA-204 targets SOX4 to inhibit metastasis of lung adenocarcinoma.
hsa-miR-1205		lung adenocarcinoma	up	microRNA-1205 promotes cell growth by targeting APC2 in lung adenocarcinoma.
hsa-miR-138-5p		lung adenocarcinoma	down	MiR-138-5p suppresses lung adenocarcinoma cell epithelial-mesenchymal transition, proliferation and metastasis by targeting ZEB2.
hsa-miR-210		lung adenocarcinoma	up	miR-210 promotes lung adenocarcinoma proliferation, migration, and invasion by targeting lysyl oxidase-like 4.
